,Unnamed: 0,z1,z2,z3,z4,z5,z6,z7,z8,z9,weight,k
361,362,-1.9970793,0.47093645,-0.04979872,0.19678909,0.012546958,0.003936625,-0.0069100894,0.0027150188,0.00054396957,0.124999999999994,4
362,363,-2.0280008,0.4683186,0.45711887,-0.057302885,-0.05623039,-0.007562191,-0.008291776,0.007524768,-0.0024595615,0.124999999999994,4
363,364,-2.0684454,0.82927066,-0.010523742,0.0041964483,0.0008913096,0.0016621505,-0.007030301,-0.00043858678,-0.00089766696,0.0833333333333293,4
364,365,-1.4159446,0.0069311475,0.0074495175,-0.0026790604,-0.00041751936,0.0034927526,-0.002150393,0.00044106157,-0.0011410823,0.454124145231909,4
365,366,0.02486798,-1.0046362,0.003757479,-0.0042523146,0.0029877697,0.009547513,-0.0042470996,-5.430868e-05,-0.0025885538,0.0458758547680663,4
366,367,0.016387787,-0.72758526,-0.4367223,-0.0067481496,0.0035006409,0.005303951,-0.0071047763,-0.005802817,0.0027376127,0.0833333333333293,4
367,368,0.016644046,-0.6990862,0.0053994907,-0.19062158,-0.02197915,0.0075864648,-0.0033167186,-0.0013724415,0.0011214556,0.0833333333333293,4
368,369,0.021521173,-0.6995442,0.0061004916,-0.031834338,-0.1791396,0.005877704,-0.0013425208,-0.0062258765,-0.00091227377,0.0833333333333293,4
369,370,0.027819792,-0.7019244,0.0023406602,-0.003502023,0.0032060295,-0.40275306,-0.007039266,-0.0031613884,-0.005038236,0.0833333333333293,4
370,371,0.022813316,-0.724795,0.0030280661,-0.00041573384,0.00910709,0.01707728,-0.4546374,-0.0011578548,-0.0047839615,0.0833333333333293,4
371,372,0.02741227,-0.6969592,0.0023098183,-0.0048547336,0.0039869794,0.0074108173,-0.0020850895,-0.1903214,0.026828656,0.0833333333333293,4
372,373,0.02082976,-0.6920684,0.0033498006,0.0024907745,0.0041454253,0.0051235296,-0.002643999,0.02666752,-0.18858854,0.0833333333333293,4
373,374,0.025936672,-0.67306936,0.0053633275,-0.0029396478,0.0064625954,0.009045482,-0.003693799,-0.0024519297,-0.001478031,-1.33333333333327,4
374,375,0.028282246,-0.7025654,0.0036480213,-0.0044335183,0.006933418,0.012579967,-0.0046171127,-0.030763883,0.18777779,0.0833333333333293,4
375,376,0.022899354,-0.70008236,0.0069956076,-0.0010802228,0.008460205,0.013786707,-0.0033236698,0.18556874,-0.030864388,0.0833333333333293,4
376,377,0.028093513,-0.73780954,0.006715224,-0.00084227975,0.0075601283,0.0071706274,0.45766047,-0.0055763996,-0.003438663,0.0833333333333293,4
377,378,0.01796611,-0.7003329,0.0030155282,-0.0010889885,0.008121654,0.42082736,-0.006400925,-0.00085862447,0.0037373714,0.0833333333333293,4
378,379,0.032400984,-0.6963372,0.0012224138,0.025698064,0.1947659,0.0129757235,-0.0042022583,-0.0007388238,-0.0017372848,0.0833333333333293,4
379,380,0.031515565,-0.69449925,0.005196594,0.18350457,0.03246856,0.0089478195,-0.0010430065,-0.0009145398,-0.0034892596,0.0833333333333293,4
380,381,0.035662908,-0.72494256,0.45869562,-0.002059085,-0.0005641547,0.008959845,-0.0052712425,0.0045700893,-0.0019654385,0.0833333333333293,4
381,382,0.017794225,-0.44415787,-0.70830923,-0.0071198177,0.00038073363,0.0053777276,-0.008661171,-0.0016205476,0.0037181107,0.0833333333333293,4
382,383,-0.0039887084,-0.39997286,-0.39135984,-0.17375991,-0.015150579,0.0020783169,-0.00448847,-0.0048220954,0.0006996819,0.124999999999994,4
383,384,0.002696072,-0.39740464,-0.39314604,-0.024188844,-0.16574849,0.0011598871,-0.0049021104,-0.004026656,0.0015755437,0.124999999999994,4
384,385,0.014067431,-0.40356642,-0.40989545,-0.0061230273,-0.0010869062,-0.40292975,-0.009868037,-0.0009221053,-0.0014313804,0.124999999999994,4
385,386,0.0152296685,-0.41724163,-0.39310804,-0.0023521264,0.0063513387,0.0053936155,-0.4053812,-0.0049219723,-0.0006026325,0.124999999999994,4
386,387,0.019218018,-0.40045148,-0.38821533,-0.007409984,0.00237389,0.00652657,-0.008354383,-0.16828427,0.0016965477,0.124999999999994,4
387,388,0.018361825,-0.39381298,-0.38619304,-0.0024789274,0.003021897,0.0026215655,-0.005931841,-0.003870804,-0.16435553,0.124999999999994,4
388,389,0.018916696,-0.38451236,-0.3749428,-0.0052055516,0.0040696026,0.0045207273,-0.005929198,-0.0051423223,0.0008803981,-1.9999999999999,4
389,390,0.016660882,-0.40124708,-0.39025447,-0.0038623172,0.0026564891,0.0081256535,-0.007929362,-0.006054889,0.16894098,0.124999999999994,4
390,391,0.01913546,-0.3959018,-0.3893673,-0.0033766914,0.0047815926,0.005861232,-0.0026805361,0.15983155,0.00014348328,0.124999999999994,4
391,392,0.021498749,-0.41881782,-0.39150974,-0.005677571,0.0051484336,0.0026473831,0.39727288,-0.0052839443,-0.0026646773,0.124999999999994,4
392,393,0.018595342,-0.402184,-0.4102798,-0.0044886842,0.007487629,0.41010728,-0.008604488,-0.008742359,0.003197567,0.124999999999994,4
393,394,0.038779672,-0.40092617,-0.390308,0.013441095,0.17396241,0.0099677425,-0.0042120623,-0.0050402395,-0.0002468794,0.124999999999994,4
394,395,0.040975045,-0.39300558,-0.38681173,0.1627396,0.021844791,0.0043663643,-0.007405681,-0.0038502084,0.0022472837,0.124999999999994,4
395,396,0.009688063,-0.38909906,0.008175844,-0.27946496,-0.011296639,0.0056499606,-0.0038449876,-0.0008351804,0.0023929225,0.0833333333333293,4
396,397,0.012704531,-0.38838804,0.0075028194,-0.17280386,-0.16455361,0.003044101,-0.0011073211,-0.002157642,-0.00036765437,0.124999999999994,4
397,398,0.017147418,-0.3779729,0.0043893517,-0.17103834,0.0034776446,-0.38617262,-0.006908504,-0.00089562044,-0.019838184,0.124999999999994,4
398,399,0.011717962,-0.39413485,0.0071770586,-0.16878714,0.007596351,0.010262139,-0.39934853,-0.002677489,-0.0007562826,0.124999999999994,4
399,400,0.01357435,-0.3739629,0.0052178847,-0.15763694,-0.004387704,0.007187285,-0.0059241345,-0.15375242,0.009081738,0.124999999999994,4
400,401,0.010311934,-0.37630308,0.005666228,-0.16121161,-0.0068542454,-0.009251254,-0.0032198098,0.007986775,-0.15990257,0.124999999999994,4
401,402,0.015079382,-0.36287832,0.007293542,-0.153477,-0.0042214924,0.0070177126,-0.0029368924,-0.0018848951,0.0010075057,-1.9999999999999,4
402,403,0.014285731,-0.3780168,0.006078733,-0.16453035,-0.002771053,0.022831265,-0.0049285814,-0.011336504,0.16044159,0.124999999999994,4
403,404,0.016583756,-0.37493056,0.009037308,-0.15906367,-0.0037793582,0.010297918,-0.0026084543,0.15332094,-0.0072017238,0.124999999999994,4
404,405,0.01725396,-0.39928764,0.0050163865,-0.17137246,0.002956008,0.0072069056,0.3988581,-0.0012869379,-0.0029399015,0.124999999999994,4
405,406,0.0078105545,-0.38428667,0.008475376,-0.17172524,0.0049254764,0.39341146,-0.0033029127,-0.0016763497,0.022410361,0.124999999999994,4
406,407,0.020828947,-0.36353028,0.004999188,-0.15264381,0.15544337,0.010812905,-0.006156198,-0.00018507683,0.0024116277,0.124999999999994,4
407,408,0.019639209,-0.3861637,0.0061498787,-0.019031737,-0.27098528,-0.00030549537,-0.0023578075,-0.0038944175,-0.000890182,0.0833333333333293,4
408,409,0.021166483,-0.3821188,0.005580591,-0.0024794233,-0.16467589,-0.38844523,-0.0072629186,-0.018296016,-0.0030812998,0.124999999999994,4
409,410,0.01706379,-0.39030933,0.0071187383,-0.0009140672,-0.15960291,0.008346781,-0.4006438,-0.0033024708,-0.002405684,0.124999999999994,4
410,411,0.01866853,-0.37648106,0.005293433,-0.01335537,-0.15462004,-0.010074919,-0.004194512,-0.15962163,0.009304399,0.124999999999994,4
411,412,0.016849436,-0.37267447,0.0060795923,-0.009795524,-0.1501275,0.001406525,-0.0033590535,0.006962874,-0.15612411,0.124999999999994,4
412,413,0.019227829,-0.3621559,0.0073930193,-0.011979792,-0.14460887,0.004188726,-0.003351238,-0.002811897,-0.00041003374,-1.9999999999999,4
413,414,0.019224493,-0.37743023,0.00595663,-0.010710973,-0.14944836,0.007853247,-0.003970318,-0.011678232,0.15517005,0.124999999999994,4
414,415,0.017692609,-0.3738115,0.007513084,-0.010231776,-0.15394369,0.017930105,-0.003684753,0.15518776,-0.01140572,0.124999999999994,4
415,416,0.022374876,-0.40127537,0.0069613922,-0.003600216,-0.16221157,0.005438283,0.40149447,-0.006066682,-0.00222924,0.124999999999994,4
416,417,0.013641015,-0.37995562,0.0063915844,-0.0027426407,-0.16197649,0.391334,-0.0031799132,0.01714885,0.0055355616,0.124999999999994,4
417,418,0.022651838,-0.4009043,0.006361978,-0.0013176597,0.0031621642,-0.7073491,-0.013822172,0.0003353442,-0.004038264,0.0833333333333293,4
418,419,0.019578781,-0.3978398,0.0026840675,-0.0050770994,0.0037846086,-0.403454,-0.42073995,-0.0013958028,-0.007981319,0.124999999999994,4
419,420,0.02170419,-0.38132682,0.0075301407,-0.0040655914,-0.016070528,-0.3841938,-0.008618709,-0.16553408,-0.0021414892,0.124999999999994,4
420,421,0.021369426,-0.37897074,0.006732615,-0.019362077,0.0034989014,-0.38581142,-0.009406526,0.00054733007,-0.17116202,0.124999999999994,4
421,422,0.022016061,-0.36840203,0.0069513186,-0.0031828182,0.003049008,-0.37236333,-0.007145456,-0.0014861916,-0.0037547355,-1.9999999999999,4
422,423,0.021947762,-0.38437447,0.006412539,0.016371105,0.0027198885,-0.38637,-0.005964198,-0.001565837,0.16754816,0.124999999999994,4
423,424,0.020383704,-0.38031307,0.0061826035,-0.0009734471,0.019039672,-0.38457203,-0.006453802,0.16424695,-0.0051539834,0.124999999999994,4
424,425,0.027388927,-0.402127,0.004874273,-0.0002629219,0.0019546014,-0.40081814,0.41273034,-0.0016892541,-0.004428412,0.124999999999994,4
425,426,0.015635267,-0.44488388,0.004691608,0.0019720506,0.00606459,0.016493315,-0.7294283,-0.0024311794,-0.0064316737,0.0833333333333293,4
426,427,0.0034196004,-0.39167693,0.0075090914,-0.006181291,0.0037346915,0.0119513795,-0.405797,-0.16968368,0.013631104,0.124999999999994,4
427,428,0.031155914,-0.3954054,0.0045903274,0.00045551598,0.0058585345,0.007675126,-0.40550187,0.016169475,-0.17099828,0.124999999999994,4
428,429,0.018360715,-0.38052955,0.006994781,-0.0019280899,0.005652749,0.012348544,-0.38846287,-0.0014687842,-0.0024265805,-1.9999999999999,4
429,430,0.004428037,-0.39237428,0.0065418626,-0.0030481836,0.004591598,0.015809247,-0.39928147,-0.019425564,0.16725796,0.124999999999994,4
430,431,0.03353123,-0.3948252,0.008537735,0.0011349898,0.0076769674,0.013796226,-0.4010378,0.1669085,-0.018976294,0.124999999999994,4
431,432,0.02253065,-0.3892702,0.004186428,-0.0048644175,0.0043446706,0.0071087023,-0.0066573108,-0.27587658,0.014340603,0.0833333333333293,4
432,433,0.023060791,-0.36049592,0.004805727,-0.001711733,0.003103711,0.004752892,-0.004333801,-0.14834267,-0.14925034,0.124999999999994,4
433,434,0.022255316,-0.36379462,0.006053216,-0.0049247155,0.0042876843,0.006685802,-0.0047615403,-0.15086684,0.008814506,-1.9999999999999,4
434,435,0.020228043,-0.3925511,0.0054806825,-0.004311467,0.0033125463,0.009674614,-0.008444255,-0.16929926,0.16758421,0.124999999999994,4
435,436,0.016906913,-0.3867043,0.0049674585,0.0008218598,0.00068127835,0.0020100398,-0.004732185,0.014356574,-0.274798,0.0833333333333293,4
436,437,0.01949163,-0.3612502,0.006180949,-0.0012477846,0.0031687035,0.00414594,-0.0035280501,0.007335148,-0.14971434,-1.9999999999999,4
437,438,0.021663908,-0.35087296,0.007927734,-0.0034953493,0.004815231,0.0077561676,-0.003465977,-0.0022712455,9.334134e-05,16.6666666666659,4
438,439,0.021500632,-0.36586457,0.0072552077,-0.0033148115,0.0053648427,0.010498425,-0.0051859724,-0.011629632,0.15114409,-1.9999999999999,4
439,440,0.02031537,-0.39342505,0.004180953,-0.0017360849,0.004562114,0.011136805,-0.0070869443,-0.018816575,0.27894792,0.0833333333333293,4
440,441,0.017096566,-0.38807908,0.007626102,0.00037016626,0.003577539,0.0066945823,-0.0036325438,0.16653904,-0.1697002,0.124999999999994,4
441,442,0.020700796,-0.36271286,0.009213335,-0.001969219,0.005334489,0.0108985305,-0.0028605477,0.1477848,-0.009453323,-1.9999999999999,4
442,443,0.02052705,-0.36444834,0.008102676,-0.0027594871,0.004989292,0.012700921,-0.0028040488,0.1467317,0.15068784,0.124999999999994,4
443,444,0.018096633,-0.38765568,0.009130396,-0.0018883488,0.0049502496,0.01424771,-0.0029796595,0.2759686,-0.018482242,0.0833333333333293,4
444,445,0.044171598,-0.4058952,0.0016971517,-0.0020427264,0.0063530286,0.0062876777,0.40116972,-0.17034285,0.014929667,0.124999999999994,4
445,446,0.00652093,-0.3981815,0.0047180844,-0.0014007839,0.004740229,0.006679311,0.40308484,0.01478122,-0.16951394,0.124999999999994,4
446,447,0.02513012,-0.38804346,0.0064907866,-0.0031879002,0.0062401867,0.007649864,0.3877705,-0.0034793643,-0.0027040099,-1.9999999999999,4
447,448,0.04120263,-0.40593284,0.0056848386,-0.0013655007,0.0071992213,0.0076815416,0.3959957,-0.020684246,0.16492113,0.124999999999994,4
448,449,0.0054934826,-0.39956662,0.0074502486,-0.00225625,0.006503045,0.011507249,0.4024715,0.16622698,-0.021423962,0.124999999999994,4
449,450,0.02949898,-0.45421913,0.0037156069,-0.0032861512,0.00768512,0.009130473,0.7352782,-0.0029544593,-0.006840853,0.0833333333333293,4
450,451,0.012148092,-0.40487742,0.007810107,0.0046662884,0.008915756,0.42308256,-0.42775357,-0.0033792506,0.0017614722,0.124999999999994,4
451,452,0.018650388,-0.38457057,0.0034451913,-0.005068561,0.02687055,0.39602315,-0.008003414,-0.17063648,0.0016283798,0.124999999999994,4
452,453,0.01589492,-0.37894386,0.0055310205,0.018930186,0.005728499,0.3917732,-0.0038102872,-0.0021126405,-0.1648072,0.124999999999994,4
453,454,0.017645303,-0.36834648,0.007516599,-0.0023084446,0.0063522724,0.3815351,-0.004553036,-0.0016596337,0.0045155133,-1.9999999999999,4
454,455,0.016264975,-0.38470915,0.007056887,-0.020201825,0.005127551,0.39809233,-0.0100262845,-0.0020421247,0.17269239,0.124999999999994,4
455,456,0.016106864,-0.38173896,0.010042175,-0.0007989956,-0.011277479,0.3969209,-0.001457179,0.16717102,0.0054161707,0.124999999999994,4
456,457,0.01989437,-0.40305996,0.0095031755,-0.0044430853,0.009141041,0.4120132,0.42209435,0.00016401615,0.0004879661,0.124999999999994,4
457,458,0.010976622,-0.40242007,0.005511981,3.4302084e-05,0.0061321585,0.7103726,-0.009069259,-0.00079045916,0.007079841,0.0833333333333293,4
458,459,0.026443113,-0.38152063,0.0065906667,-0.0024965673,0.17003873,-0.38577387,-0.008093547,0.017718878,-0.002950938,0.124999999999994,4
459,460,0.022910383,-0.393181,0.005173396,-0.0040511256,0.17239198,0.014427898,-0.40359113,0.00031361845,-0.0028154512,0.124999999999994,4
460,461,0.029798537,-0.37824887,0.0055787703,0.004662958,0.16481201,0.025474496,-0.0028169337,-0.16070685,0.0071149003,0.124999999999994,4
461,462,0.025123782,-0.3745376,0.0047303573,0.008016093,0.1597637,0.009284352,-0.0023672343,0.007904291,-0.15483761,0.124999999999994,4
462,463,0.026761573,-0.36438614,0.0064007146,0.0053872266,0.15633602,0.011161727,-0.0029390433,-0.0014341525,2.9664487e-05,-1.9999999999999,4
463,464,0.027114961,-0.37984067,0.0066381814,0.004384622,0.16053647,0.011236631,-0.0061146608,-0.010077767,0.15597238,0.124999999999994,4
464,465,0.024692776,-0.37830585,0.0073556686,0.006070789,0.16679282,0.0023152372,-0.001899831,0.16008466,-0.009035134,0.124999999999994,4
465,466,0.030469712,-0.40292343,0.003253031,0.00044947618,0.17672893,0.01006737,0.4024484,-0.0013526464,-0.0041665044,0.124999999999994,4
466,467,0.021812962,-0.38536182,0.005144758,-0.003077575,0.17990397,0.4003841,-0.005039583,-0.022807056,0.001185967,0.124999999999994,4
467,468,0.030392112,-0.39184496,0.0047011515,0.012496133,0.2846716,0.016017545,-0.001075459,-0.00095266127,-0.0013861535,0.0833333333333293,4
468,469,0.022811634,-0.36193666,0.0068581514,0.14802891,-0.1431311,0.0025364263,-0.0033295124,-0.0029551638,0.0006649005,0.124999999999994,4
469,470,0.026954208,-0.3826564,0.007847739,0.1667285,0.0029363022,-0.38829646,-0.007476138,9.209587e-05,0.01587033,0.124999999999994,4
470,471,0.02201731,-0.3924429,0.0062630954,0.16404587,0.0027689177,0.011169963,-0.40371737,0.0018969215,-0.002052157,0.124999999999994,4
471,472,0.029451188,-0.376191,0.006686195,0.14998662,0.011438094,0.0051852907,-0.0014260714,-0.1547522,0.008369019,0.124999999999994,4
472,473,0.02477463,-0.37493533,0.006508866,0.15614185,0.011413105,0.017798891,-0.0019596808,0.00821284,-0.15870193,0.124999999999994,4
473,474,0.025791653,-0.36134943,0.008496023,0.14676958,0.01312945,0.0066183596,-0.00280146,-0.000702515,0.000333076,-1.9999999999999,4
474,475,0.02680671,-0.37736526,0.008468496,0.15674734,0.012877388,-0.0051650247,-0.0039133993,-0.011380151,0.1600925,0.124999999999994,4
475,476,0.021288518,-0.375974,0.009834118,0.15535301,0.014003711,0.009904411,-0.0027496861,0.15303731,-0.009963776,0.124999999999994,4
476,477,0.030051637,-0.4018351,0.008609779,0.16712625,0.008141277,0.007022469,0.4031227,-0.0037800923,-0.002653208,0.124999999999994,4
477,478,0.022254692,-0.3785842,0.007257615,0.16572501,0.0059196977,0.39470762,-0.004987267,0.00042900734,-0.015187519,0.124999999999994,4
478,479,0.029577788,-0.38838562,0.007199652,0.16470926,0.17274326,0.009422898,-0.0012369149,0.00019581662,-7.6206234e-05,0.124999999999994,4
479,480,0.02567823,-0.38483462,0.008241128,0.27199057,0.018445922,0.006742816,-0.0005500027,0.0010163123,0.00038477354,0.0833333333333293,4
480,481,0.034424484,-0.39535177,0.40811566,-0.1679938,-0.016880514,0.005209401,-0.0067251665,0.0026790001,0.0010873456,0.124999999999994,4
481,482,0.03750514,-0.39568383,0.41402835,-0.01848544,-0.16591468,0.0050725713,-0.006258274,0.0012495099,-0.0014487779,0.124999999999994,4
482,483,0.030794265,-0.39911205,0.43289983,-0.002125902,0.0035706963,-0.40451312,-0.009968117,-0.0017303466,-0.0056663747,0.124999999999994,4
483,484,0.024981763,-0.4107172,0.41546634,0.000897988,0.0016762626,0.009523248,-0.4053798,0.0033823363,-0.0047464194,0.124999999999994,4
484,485,0.028771512,-0.3930171,0.40941203,-0.002093619,0.0007989363,0.003457742,-0.005282444,-0.16640602,0.0006698213,0.124999999999994,4
485,486,0.023438564,-0.3934499,0.40663606,0.0019358976,-0.0004785326,0.0012150279,-0.006453669,0.00519731,-0.16870488,0.124999999999994,4
486,487,0.026926173,-0.38230175,0.3979881,-0.00086347666,0.0010690356,0.006326319,-0.0055620586,0.0031745303,-0.0007122725,-1.9999999999999,4
487,488,0.028240059,-0.39823368,0.4093385,-0.0018250176,0.0026843138,0.009104192,-0.0044488325,0.0005970837,0.16621083,0.124999999999994,4
488,489,0.023311835,-0.39712253,0.41052592,-0.00022696552,0.0017893874,0.010695123,-0.0068832343,0.17169711,-0.0034764234,0.124999999999994,4
489,490,0.029882003,-0.41914484,0.41087842,0.0012423785,0.0038121056,0.010582928,0.40562376,0.0022456357,-0.0019735896,0.124999999999994,4
490,491,0.018595167,-0.39623109,0.42311522,-0.00050726754,0.00029316708,0.41502926,-0.0036658738,0.0068776235,0.0037325805,0.124999999999994,4
491,492,0.017888658,-0.39448044,0.40803832,0.016061682,0.17154224,0.006330586,-0.007732862,0.004077073,-0.0008112644,0.124999999999994,4
492,493,0.014470097,-0.39251018,0.41144603,0.16743043,0.01817077,0.0059120553,-0.00329404,0.0052311667,-0.0013825581,0.124999999999994,4
493,494,0.031035885,-0.44829336,0.74107563,0.0011738308,-0.005455531,0.0027818417,-0.010968433,0.007137555,-0.0021645967,0.0833333333333293,4
494,495,0.019525314,-0.25275052,0.008664148,-0.003531136,0.0039345734,0.0069561554,-0.0034102479,-0.0019288199,0.00062717125,0.454124145231909,4
495,496,0.023968784,0.0077334824,-0.99745333,-0.0031816412,-0.00079871283,0.0066242767,-0.0054011056,0.009462288,0.0069958894,0.0458758547680663,4
496,497,0.012623287,0.0029091607,-0.69024605,-0.19258726,-0.028133024,0.0024992041,-0.005317173,0.00089578144,0.0052986457,0.0833333333333293,4
497,498,0.024488624,0.006255075,-0.6937611,-0.035507448,-0.18977891,0.0042679175,-0.002171179,0.0036559487,0.0048960974,0.0833333333333293,4
498,499,0.011612494,0.00297374,-0.7168702,-0.0027386062,-0.0045692795,-0.44855767,-0.005578126,0.0033651977,0.0029790995,0.0833333333333293,4
499,500,0.013968529,0.006653133,-0.68954796,0.0014552979,0.008764231,0.0008448509,-0.40061358,0.0021517905,0.002857879,0.0833333333333293,4
500,501,0.020446282,0.009325752,-0.6856057,-0.0030455051,0.0026866356,0.0060232733,-0.007883399,-0.18461004,-0.025740229,0.0833333333333293,4
501,502,0.021642929,0.0056249937,-0.6823252,0.0034847897,0.0045530098,0.004217796,-0.0057856496,-0.026636414,-0.18386644,0.0833333333333293,4
502,503,0.019511666,0.006548127,-0.6630739,-0.0022753954,0.0021087385,0.0049019326,-0.005033534,0.00062233035,0.0025918316,-1.33333333333327,4
503,504,0.016966924,0.008714257,-0.69269437,-0.002136982,-0.00075561146,0.008247262,-0.005377834,0.028272362,0.19086358,0.0833333333333293,4
504,505,0.020320103,0.008750925,-0.6925786,-0.0029493535,-0.00018857745,0.004547017,-0.00054806645,0.18355861,0.03007593,0.0833333333333293,4
505,506,0.02307792,0.008310661,-0.6886808,-0.0032874672,1.8554856e-05,0.0032358917,0.393685,-3.8528873e-05,-0.0025005885,0.0833333333333293,4
506,507,0.027618594,0.010510817,-0.72756636,-0.002726851,0.0076867836,0.45786512,-0.00683583,-0.0015558588,-0.0007212963,0.0833333333333293,4
507,508,0.019268021,0.0057242615,-0.6909317,0.030948874,0.1925736,0.0073786452,-0.007001906,0.0004895064,7.1734714e-05,0.0833333333333293,4
508,509,0.026734637,0.011074385,-0.6868955,0.18978974,0.031910546,0.0045051957,-0.008327741,0.0006826493,0.0019426103,0.0833333333333293,4
509,510,0.00579851,0.0068529737,-0.38298982,-0.2780766,-0.013995735,0.00049998285,-0.0047212183,-0.0029202541,0.0031969892,0.0833333333333293,4
510,511,0.011320133,0.007889029,-0.38659513,-0.17349514,-0.16767955,-0.0013676032,-0.0029353604,-0.0022115195,0.0032229656,0.124999999999994,4
511,512,0.006949584,0.007069472,-0.392011,-0.17293018,-0.0010773346,-0.4025969,-0.0032055092,-0.00048276252,0.0015282426,0.124999999999994,4
512,513,0.006252348,0.008024365,-0.37415233,-0.1692948,0.0051598325,-0.00054241763,-0.38140112,-0.002324685,0.018713724,0.124999999999994,4
513,514,0.00912888,0.0055091516,-0.36730465,-0.15919015,-0.007530429,0.003586996,-0.0054697297,-0.15342957,-0.0071181534,0.124999999999994,4
514,515,0.009294784,0.0040969127,-0.3691084,-0.15988868,-0.0056252317,0.0028638698,0.007314372,-0.011199746,-0.15644091,0.124999999999994,4
515,516,0.009153751,0.005900043,-0.35690227,-0.1532096,-0.006260139,0.0019023123,-0.0031684323,-0.0030009877,0.0016976678,-1.9999999999999,4
516,517,0.0069881026,0.0065503423,-0.37184727,-0.16458431,-0.00818778,0.00380008,-0.016355913,0.005243588,0.15863857,0.124999999999994,4
517,518,0.012002837,0.008133406,-0.37168604,-0.15755099,-0.006761768,0.003472732,-0.0010086718,0.14900702,0.010172978,0.124999999999994,4
518,519,0.011104006,0.004944888,-0.37256917,-0.16797452,0.0015326999,-0.0010678053,0.37552664,-0.002411027,-0.018651828,0.124999999999994,4
519,520,0.010983532,0.004529246,-0.39237288,-0.17137253,0.006564863,0.40598926,-0.006295282,-0.003100359,0.0008276016,0.124999999999994,4
520,521,0.011304658,0.003719869,-0.35777414,-0.15047188,0.15112427,0.0069458187,-0.0049190097,-0.0010579363,-0.00040423474,0.124999999999994,4
521,522,0.022428082,0.010584164,-0.3891189,-0.019526308,-0.2798076,-0.0018802541,-0.0029280616,0.00057644513,0.0016118451,0.0833333333333293,4
522,523,0.014732078,0.0052829934,-0.3937452,-0.00429992,-0.17155205,-0.40384987,-0.005620487,0.0012710022,0.0017462384,0.124999999999994,4
523,524,0.015589585,0.009939324,-0.37479857,-0.0022315732,-0.16407837,-2.1191547e-05,-0.38438597,-0.018955613,0.0018467521,0.124999999999994,4
524,525,0.017951528,0.0073325117,-0.36886397,-0.014284732,-0.15786341,0.0005457091,-0.01915611,-0.15757187,-0.006806236,0.124999999999994,4
525,526,0.019991692,0.0070864013,-0.3693189,-0.009112434,-0.1531392,0.00056959403,-0.0049134362,-0.008314908,-0.15381959,0.124999999999994,4
526,527,0.018341448,0.0083950935,-0.35929623,-0.012510484,-0.14900114,0.000862741,-0.0037153899,-0.0008460436,0.0015181155,-1.9999999999999,4
527,528,0.01643186,0.009707604,-0.37440178,-0.011636009,-0.15503469,0.0021774145,-0.00587958,0.0062055113,0.15646324,0.124999999999994,4
528,529,0.017656546,0.011045483,-0.37621725,-0.010958664,-0.16012305,-3.9085193e-05,0.011220681,0.15479046,0.008826366,0.124999999999994,4
529,530,0.023443699,0.008777976,-0.37752503,-0.0032217735,-0.16794378,-0.0015335944,0.3788705,0.0159744,-0.0034163925,0.124999999999994,4
530,531,0.02073678,0.007958027,-0.39617842,-0.001734179,-0.16513419,0.40384486,-0.0057236548,-0.0022885867,-0.00040435666,0.124999999999994,4
531,532,0.008247076,0.0024557055,-0.44058076,-0.0021890604,-0.0031016548,-0.72802573,-0.007890667,0.0034040543,-0.00084950763,0.0833333333333293,4
532,533,0.0076258196,0.0058537964,-0.39498195,-0.0012867393,0.00084104517,-0.4193771,-0.40369326,-0.0018791493,-0.004012416,0.124999999999994,4
533,534,-0.0029736476,0.0064345174,-0.387909,-0.004164406,-0.0019976697,-0.39775765,-0.00876941,-0.16638315,-0.017566413,0.124999999999994,4
534,535,0.0018884381,0.0029489468,-0.38603336,-0.00087417127,0.00021481654,-0.3993831,-0.007885891,-0.015661111,-0.16747446,0.124999999999994,4
535,536,0.0115736835,0.004280136,-0.37765598,-0.002817395,-0.00093797815,-0.3859808,-0.0054258537,-0.0007294436,-7.617986e-05,-1.9999999999999,4
536,537,0.022638623,0.0053296075,-0.39357015,-0.00035068908,-0.0011278968,-0.3964794,-0.0057058074,0.0150779765,0.16905549,0.124999999999994,4
537,538,0.02547415,0.0047234977,-0.39451212,-0.0007463613,-0.0023288438,-0.40182817,-0.0029585785,0.16421486,0.01575993,0.124999999999994,4
538,539,0.018064592,0.008809111,-0.39597782,-0.0037401346,-0.0021712803,-0.41763106,0.40252545,-0.0004739568,-0.0002853988,0.124999999999994,4
539,540,0.010442619,0.007611713,-0.39160207,0.0025663828,0.0046776584,0.0018611759,-0.6949147,-0.0015018736,-0.0011184779,0.0833333333333293,4
540,541,0.012171898,0.0082650995,-0.37173715,-0.004886054,-0.01556656,0.0011554565,-0.38865554,-0.16670138,-0.00035287277,0.124999999999994,4
541,542,0.01488554,0.004147477,-0.37622002,0.020169593,0.005945011,-0.002674503,-0.3888304,-0.0013135729,-0.16849269,0.124999999999994,4
542,543,0.012363253,0.008663622,-0.36065814,-0.0014915701,0.005463558,0.0017690038,-0.36974367,-0.0006187344,0.0008134879,-1.9999999999999,4
543,544,0.010202191,0.011508562,-0.37297896,-0.018664846,0.0038984148,0.007238042,-0.38076603,-0.0003482094,0.16942436,0.124999999999994,4
