,Unnamed: 0,z1,z2,z3,z4,z5,z6,z7,z8,z9
815,815,-41.31567,-8.892248,-9.517725,-0.261482,-5.155776,-8.363226,-8.349468,-7.060856,-3.8804314
816,816,-41.30616,-8.890652,-9.51605,-0.2614186,-5.1547875,-8.361781,-8.347663,-7.0594077,-3.8793535
817,817,-41.29665,-8.889057,-9.514377,-0.26135585,-5.153801,-8.360338,-8.3458605,-7.0579605,-3.8782744
818,818,-41.28714,-8.88746,-9.512702,-0.26129386,-5.152813,-8.358892,-8.344055,-7.0565114,-3.877198
819,819,-41.277634,-8.885864,-9.511031,-0.26123306,-5.151826,-8.357448,-8.342252,-7.0550656,-3.8761196
820,820,-41.268112,-8.884269,-9.509356,-0.26117283,-5.1508384,-8.356001,-8.340446,-7.053615,-3.8750389
821,821,-41.2586,-8.882674,-9.507681,-0.26111022,-5.1498504,-8.354557,-8.33864,-7.0521665,-3.873962
822,822,-41.249084,-8.881078,-9.506006,-0.26105034,-5.1488624,-8.35311,-8.336836,-7.050717,-3.872882
823,823,-41.23958,-8.879485,-9.5043335,-0.2609909,-5.147876,-8.351664,-8.3350315,-7.0492706,-3.8718028
824,824,-41.230064,-8.877891,-9.502662,-0.26093078,-5.1468887,-8.350222,-8.333225,-7.047821,-3.8707232
825,825,-41.220535,-8.876295,-9.500987,-0.26087096,-5.145902,-8.348775,-8.331419,-7.046372,-3.8696437
826,826,-41.211002,-8.874699,-9.499309,-0.26081342,-5.1449122,-8.347327,-8.329612,-7.04492,-3.8685648
827,827,-41.20148,-8.873105,-9.497636,-0.2607547,-5.143926,-8.345881,-8.3278055,-7.0434713,-3.867485
828,828,-41.19196,-8.871509,-9.495958,-0.26069635,-5.1429386,-8.344434,-8.325999,-7.0420213,-3.8664036
829,829,-41.18245,-8.869913,-9.494286,-0.26063848,-5.141951,-8.342989,-8.324195,-7.040573,-3.8653252
830,830,-41.17294,-8.868322,-9.492614,-0.26058012,-5.1409655,-8.341544,-8.322392,-7.039124,-3.8642445
831,831,-41.16338,-8.866726,-9.490936,-0.26052368,-5.139977,-8.340094,-8.320581,-7.0376716,-3.8631616
832,832,-41.153854,-8.86513,-9.48926,-0.26046714,-5.13899,-8.338647,-8.318777,-7.036221,-3.8620806
833,833,-41.144337,-8.863537,-9.487585,-0.2604106,-5.138004,-8.3372,-8.31697,-7.0347714,-3.8610003
834,834,-41.134792,-8.861943,-9.485909,-0.26035446,-5.137016,-8.3357525,-8.315165,-7.0333195,-3.859919
835,835,-41.125275,-8.860348,-9.484234,-0.26029798,-5.13603,-8.334306,-8.313359,-7.0318694,-3.8588376
836,836,-41.115734,-8.858755,-9.482557,-0.260243,-5.1350427,-8.332859,-8.311551,-7.030418,-3.8577554
837,837,-41.10621,-8.857161,-9.480883,-0.260188,-5.1340556,-8.331411,-8.309744,-7.028968,-3.8566747
838,838,-41.096664,-8.855567,-9.479205,-0.26013386,-5.1330686,-8.329962,-8.307939,-7.027516,-3.8555915
839,839,-41.087128,-8.853975,-9.47753,-0.260079,-5.132081,-8.328514,-8.30613,-7.026065,-3.8545082
840,840,-41.0776,-8.85238,-9.475852,-0.26002723,-5.131094,-8.327065,-8.304323,-7.0246124,-3.853427
841,841,-41.06804,-8.850786,-9.474175,-0.259973,-5.130107,-8.325617,-8.302515,-7.0231595,-3.8523436
842,842,-41.05851,-8.849193,-9.472502,-0.25991908,-5.129121,-8.324171,-8.300709,-7.021709,-3.8512611
843,843,-41.048954,-8.8476,-9.470823,-0.25986573,-5.128134,-8.322721,-8.298902,-7.0202556,-3.850177
844,844,-41.039417,-8.846007,-9.469147,-0.2598143,-5.1271477,-8.321272,-8.297093,-7.0188036,-3.8490956
845,845,-41.02987,-8.844412,-9.467469,-0.25976306,-5.12616,-8.319823,-8.295284,-7.01735,-3.8480117
846,846,-41.02031,-8.84282,-9.465793,-0.2597092,-5.1251726,-8.318375,-8.293476,-7.015897,-3.846927
847,847,-41.010765,-8.841228,-9.464116,-0.25965807,-5.1241875,-8.316925,-8.29167,-7.014444,-3.8458416
848,848,-41.001205,-8.839632,-9.462436,-0.25960708,-5.123198,-8.315474,-8.28986,-7.01299,-3.8447578
849,849,-40.99166,-8.838041,-9.46076,-0.2595557,-5.122214,-8.314026,-8.288052,-7.011536,-3.843673
850,850,-40.982117,-8.836448,-9.459084,-0.259505,-5.1212277,-8.312577,-8.286245,-7.010085,-3.8425903
851,851,-40.97256,-8.834856,-9.457406,-0.25945583,-5.12024,-8.311125,-8.284435,-7.0086303,-3.8415048
852,852,-40.96301,-8.833262,-9.455727,-0.2594056,-5.119253,-8.309675,-8.282626,-7.007177,-3.840419
853,853,-40.953445,-8.83167,-9.454048,-0.25935575,-5.118267,-8.308226,-8.280818,-7.005723,-3.839336
854,854,-40.943893,-8.830076,-9.45237,-0.25930756,-5.1172814,-8.306776,-8.27901,-7.004269,-3.8382504
855,855,-40.93433,-8.8284855,-9.450692,-0.25926042,-5.1162934,-8.305325,-8.277202,-7.0028124,-3.8371637
856,856,-40.924767,-8.826891,-9.449013,-0.25921062,-5.115308,-8.303874,-8.275392,-7.001358,-3.8360763
857,857,-40.915207,-8.825299,-9.447333,-0.259163,-5.1143208,-8.302423,-8.273582,-6.999905,-3.8349931
858,858,-40.905636,-8.823707,-9.445656,-0.25911576,-5.1133347,-8.300973,-8.271772,-6.9984493,-3.8339064
859,859,-40.896053,-8.822112,-9.443975,-0.2590683,-5.112348,-8.29952,-8.269962,-6.996992,-3.832819
860,860,-40.88651,-8.820524,-9.442299,-0.25902086,-5.1113634,-8.298073,-8.268156,-6.995539,-3.8317342
861,861,-40.87693,-8.818931,-9.4406185,-0.25897473,-5.110375,-8.296619,-8.266345,-6.9940825,-3.8306448
862,862,-40.86736,-8.817338,-9.438939,-0.25892714,-5.1093884,-8.295166,-8.264535,-6.9926267,-3.82956
863,863,-40.857796,-8.815745,-9.437259,-0.25888303,-5.108403,-8.2937155,-8.262725,-6.9911714,-3.8284729
864,864,-40.848225,-8.814156,-9.435582,-0.25883612,-5.107417,-8.292264,-8.260915,-6.989716,-3.8273838
865,865,-40.838642,-8.812563,-9.433902,-0.25879166,-5.106431,-8.290813,-8.259106,-6.9882603,-3.8262973
866,866,-40.829063,-8.810971,-9.432221,-0.25874594,-5.105443,-8.289361,-8.257293,-6.986802,-3.8252099
867,867,-40.81949,-8.809379,-9.430541,-0.25870144,-5.1044583,-8.287908,-8.255484,-6.9853454,-3.824121
868,868,-40.80991,-8.807788,-9.428863,-0.25865853,-5.1034718,-8.286457,-8.253672,-6.983889,-3.8230336
869,869,-40.800323,-8.806194,-9.427179,-0.25861365,-5.1024857,-8.285005,-8.251861,-6.982431,-3.8219461
870,870,-40.790745,-8.804604,-9.4255,-0.25857195,-5.101499,-8.283549,-8.250051,-6.9809737,-3.8208554
871,871,-40.781174,-8.803013,-9.423821,-0.25852612,-5.1005116,-8.282098,-8.248241,-6.979517,-3.8197694
872,872,-40.771584,-8.801421,-9.42214,-0.25848505,-5.0995264,-8.280644,-8.24643,-6.9780593,-3.81868
873,873,-40.76201,-8.799831,-9.420461,-0.2584419,-5.0985413,-8.279193,-8.24462,-6.976603,-3.8175902
874,874,-40.752396,-8.798238,-9.4187765,-0.2584013,-5.0975537,-8.277738,-8.2428055,-6.975143,-3.8165007
875,875,-40.742836,-8.796648,-9.417097,-0.25835848,-5.096569,-8.276285,-8.240995,-6.9736876,-3.8154109
876,876,-40.733246,-8.795056,-9.415418,-0.25831586,-5.095582,-8.274832,-8.239183,-6.972229,-3.8143234
877,877,-40.723663,-8.793467,-9.413736,-0.25827563,-5.0945964,-8.273379,-8.237373,-6.970771,-3.8132327
878,878,-40.714054,-8.791873,-9.412054,-0.25823376,-5.0936093,-8.271924,-8.23556,-6.9693103,-3.8121424
879,879,-40.704456,-8.790283,-9.410371,-0.25819436,-5.092625,-8.27047,-8.2337475,-6.967851,-3.8110518
880,880,-40.69486,-8.78869,-9.4086895,-0.2581539,-5.0916376,-8.269016,-8.231935,-6.966392,-3.8099635
881,881,-40.6853,-8.787102,-9.40701,-0.25811243,-5.090653,-8.267564,-8.230125,-6.9649353,-3.8088727
882,882,-40.675682,-8.78551,-9.405329,-0.2580746,-5.089666,-8.266108,-8.228312,-6.9634748,-3.8077812
883,883,-40.666084,-8.783918,-9.403645,-0.25803477,-5.08868,-8.264653,-8.2265005,-6.962015,-3.8066895
884,884,-40.656475,-8.782329,-9.401961,-0.25799716,-5.087693,-8.263197,-8.224686,-6.9605556,-3.8055995
885,885,-40.646877,-8.780737,-9.400281,-0.25795946,-5.086708,-8.261745,-8.222874,-6.959095,-3.8045073
886,886,-40.637253,-8.779147,-9.398597,-0.25792018,-5.0857215,-8.260287,-8.221062,-6.9576335,-3.8034143
887,887,-40.627655,-8.777556,-9.3969145,-0.25788203,-5.0847363,-8.258832,-8.219246,-6.956174,-3.8023243
888,888,-40.618065,-8.775965,-9.395231,-0.2578451,-5.0837502,-8.257376,-8.217435,-6.954715,-3.801231
889,889,-40.608448,-8.774374,-9.393549,-0.2578068,-5.0827637,-8.255922,-8.215621,-6.953253,-3.8001397
890,890,-40.598858,-8.772783,-9.391866,-0.2577698,-5.081778,-8.254468,-8.21381,-6.9517927,-3.7990494
891,891,-40.58926,-8.7711935,-9.390184,-0.25773162,-5.0807924,-8.253012,-8.211997,-6.9503336,-3.7979565
892,892,-40.579636,-8.769604,-9.3885,-0.2576968,-5.0798063,-8.251555,-8.210182,-6.9488716,-3.7968626
893,893,-40.570026,-8.768013,-9.386816,-0.2576623,-5.078821,-8.2501,-8.208368,-6.947411,-3.7957704
894,894,-40.560413,-8.766422,-9.385134,-0.25762507,-5.0778346,-8.248644,-8.206553,-6.945948,-3.7946777
895,895,-40.550777,-8.76483,-9.383447,-0.25759053,-5.076848,-8.247185,-8.204738,-6.9444866,-3.793583
896,896,-40.541187,-8.763241,-9.381765,-0.2575557,-5.075863,-8.245731,-8.202926,-6.9430256,-3.792492
897,897,-40.531548,-8.761653,-9.38008,-0.25752282,-5.0748773,-8.244275,-8.20111,-6.941563,-3.791397
898,898,-40.52194,-8.76006,-9.378396,-0.25748685,-5.0738907,-8.242817,-8.199295,-6.9401,-3.790304
899,899,-40.512314,-8.758471,-9.376711,-0.2574544,-5.0729046,-8.241359,-8.197481,-6.9386363,-3.7892094
900,900,-40.50268,-8.756879,-9.375026,-0.2574201,-5.0719185,-8.239902,-8.195665,-6.937174,-3.7881155
901,901,-40.493053,-8.755288,-9.373342,-0.25738442,-5.070932,-8.238446,-8.1938505,-6.935709,-3.78702
902,902,-40.483433,-8.7537,-9.371657,-0.25735483,-5.0699472,-8.236987,-8.192036,-6.934247,-3.7859266
903,903,-40.47381,-8.752108,-9.36997,-0.2573216,-5.0689607,-8.23553,-8.190221,-6.932784,-3.7848308
904,904,-40.464207,-8.75052,-9.368289,-0.25728756,-5.0679765,-8.234075,-8.188407,-6.931323,-3.7837381
905,905,-40.454556,-8.748929,-9.366602,-0.25725612,-5.0669894,-8.2326145,-8.18659,-6.929857,-3.7826414
906,906,-40.444935,-8.74734,-9.364918,-0.2572238,-5.0660043,-8.231159,-8.184776,-6.9283943,-3.7815456
907,907,-40.435295,-8.74575,-9.363233,-0.25719357,-5.0650177,-8.2297,-8.1829605,-6.9269285,-3.7804494
908,908,-40.42567,-8.74416,-9.361547,-0.25716093,-5.0640326,-8.228244,-8.181146,-6.925467,-3.7793558
909,909,-40.416046,-8.742569,-9.35986,-0.25713226,-5.063046,-8.226785,-8.179329,-6.9240026,-3.77826
910,910,-40.406406,-8.740981,-9.358177,-0.25709942,-5.0620604,-8.2253275,-8.177512,-6.922538,-3.777164
911,911,-40.396774,-8.739389,-9.35649,-0.2570694,-5.0610747,-8.223867,-8.175697,-6.9210725,-3.776067
912,912,-40.38712,-8.737799,-9.354801,-0.2570411,-5.060087,-8.222407,-8.173879,-6.919607,-3.774972
913,913,-40.377476,-8.73621,-9.353117,-0.25701162,-5.059102,-8.22095,-8.172063,-6.9181414,-3.7738743
914,914,-40.367844,-8.734621,-9.35143,-0.256981,-5.0581174,-8.219491,-8.170245,-6.9166775,-3.7727783
915,915,-40.3582,-8.73303,-9.349744,-0.256953,-5.0571303,-8.218032,-8.168429,-6.9152102,-3.771681
916,916,-40.34854,-8.731439,-9.348055,-0.25692374,-5.056145,-8.216572,-8.166612,-6.913744,-3.7705832
917,917,-40.33893,-8.729851,-9.346371,-0.25689462,-5.0551586,-8.215113,-8.164797,-6.9122787,-3.7694867
918,918,-40.32928,-8.728261,-9.344684,-0.25686714,-5.0541725,-8.213654,-8.16298,-6.9108133,-3.7683904
919,919,-40.31961,-8.72667,-9.342996,-0.25683936,-5.053186,-8.2121935,-8.16116,-6.9093456,-3.7672927
920,920,-40.309994,-8.725082,-9.341311,-0.2568086,-5.0522017,-8.210734,-8.159346,-6.907881,-3.7661953
921,921,-40.300335,-8.723492,-9.339623,-0.256784,-5.0512156,-8.209274,-8.157527,-6.906414,-3.7650962
922,922,-40.290676,-8.721902,-9.3379345,-0.25675896,-5.0502276,-8.207811,-8.155708,-6.904945,-3.7639983
923,923,-40.281036,-8.720314,-9.336247,-0.25672922,-5.049244,-8.206354,-8.1538925,-6.9034815,-3.762902
924,924,-40.271374,-8.718723,-9.334559,-0.25670546,-5.0482574,-8.204893,-8.152074,-6.902013,-3.7618032
925,925,-40.261715,-8.717133,-9.3328705,-0.25667843,-5.04727,-8.203431,-8.150255,-6.900545,-3.7607048
926,926,-40.252064,-8.715544,-9.331183,-0.25665176,-5.046286,-8.201973,-8.1484375,-6.8990774,-3.7596064
927,927,-40.242416,-8.713955,-9.329497,-0.25662628,-5.045301,-8.200514,-8.146622,-6.8976097,-3.7585063
928,928,-40.23275,-8.712363,-9.327807,-0.25660098,-5.044314,-8.199053,-8.144799,-6.896142,-3.7574074
929,929,-40.22307,-8.710774,-9.326118,-0.25657797,-5.043328,-8.197589,-8.142982,-6.8946724,-3.7563074
930,930,-40.21343,-8.709185,-9.324429,-0.2565517,-5.0423427,-8.196129,-8.141164,-6.8932047,-3.7552094
931,931,-40.203754,-8.707593,-9.322738,-0.25652832,-5.041354,-8.194665,-8.139343,-6.891734,-3.7541082
932,932,-40.194103,-8.706005,-9.321052,-0.2565041,-5.04037,-8.193206,-8.137525,-6.8902674,-3.7530093
933,933,-40.184444,-8.704416,-9.319362,-0.25648123,-5.0393834,-8.191745,-8.135708,-6.888799,-3.7519107
934,934,-40.174755,-8.702826,-9.317672,-0.25645754,-5.0383973,-8.190282,-8.133885,-6.887328,-3.7508097
935,935,-40.165104,-8.701239,-9.315985,-0.2564339,-5.0374117,-8.188822,-8.132068,-6.8858604,-3.7497094
936,936,-40.155434,-8.699648,-9.314294,-0.2564116,-5.036425,-8.187359,-8.130249,-6.8843913,-3.7486088
937,937,-40.145744,-8.698058,-9.312604,-0.25638825,-5.035439,-8.185896,-8.128427,-6.8829184,-3.7475078
938,938,-40.136063,-8.696469,-9.310914,-0.25636792,-5.034453,-8.184433,-8.126608,-6.8814483,-3.7464066
939,939,-40.126408,-8.694878,-9.309222,-0.25634384,-5.033467,-8.182971,-8.124787,-6.8799796,-3.7453082
940,940,-40.116737,-8.69329,-9.307534,-0.25632244,-5.0324817,-8.18151,-8.122967,-6.8785095,-3.744205
941,941,-40.107056,-8.691697,-9.305842,-0.2563018,-5.031494,-8.180047,-8.121145,-6.877038,-3.7431047
942,942,-40.097347,-8.690109,-9.30415,-0.25628224,-5.030508,-8.178582,-8.119325,-6.8755646,-3.7420006
943,943,-40.087704,-8.68852,-9.302463,-0.25625914,-5.029523,-8.177121,-8.117507,-6.874097,-3.7409012
944,944,-40.07802,-8.68693,-9.300772,-0.25623906,-5.0285354,-8.175655,-8.115686,-6.872623,-3.7397983
945,945,-40.068336,-8.685341,-9.29908,-0.25622,-5.0275497,-8.174193,-8.113862,-6.8711534,-3.738697
946,946,-40.058674,-8.683752,-9.29739,-0.25619823,-5.0265646,-8.172731,-8.112044,-6.869683,-3.737597
947,947,-40.048965,-8.68216,-9.295696,-0.2561787,-5.025577,-8.171267,-8.110221,-6.868209,-3.7364926
948,948,-40.039295,-8.680573,-9.294007,-0.25616005,-5.024592,-8.169806,-8.108401,-6.8667393,-3.7353916
949,949,-40.029594,-8.678982,-9.292314,-0.25614208,-5.023605,-8.16834,-8.10658,-6.8652644,-3.7342885
950,950,-40.01992,-8.677394,-9.290626,-0.256121,-5.0226197,-8.166878,-8.104759,-6.8637934,-3.7331853
951,951,-40.010223,-8.675805,-9.288933,-0.25610352,-5.0216317,-8.165411,-8.102936,-6.86232,-3.7320817
952,952,-40.000526,-8.674212,-9.287239,-0.25608596,-5.0206456,-8.163946,-8.101113,-6.860846,-3.7309783
953,953,-39.99085,-8.672624,-9.285548,-0.25606576,-5.01966,-8.162482,-8.099291,-6.8593745,-3.729877
954,954,-39.981144,-8.671033,-9.283854,-0.25604835,-5.018673,-8.161017,-8.097469,-6.857901,-3.7287729
955,955,-39.97146,-8.669446,-9.282164,-0.2560316,-5.017686,-8.1595545,-8.095648,-6.856428,-3.7276688
956,956,-39.96175,-8.667855,-9.280471,-0.2560142,-5.0167,-8.15809,-8.093824,-6.8549523,-3.7265637
957,957,-39.952057,-8.666265,-9.278777,-0.25599712,-5.0157137,-8.156625,-8.092003,-6.8534803,-3.725462
958,958,-39.942333,-8.664674,-9.2770815,-0.25598127,-5.014725,-8.155155,-8.090176,-6.8520026,-3.7243555
959,959,-39.932663,-8.663087,-9.275393,-0.2559626,-5.013741,-8.153695,-8.088357,-6.8505316,-3.7232533
960,960,-39.922962,-8.661496,-9.273697,-0.25594765,-5.012755,-8.152229,-8.086534,-6.849057,-3.722149
961,961,-39.91325,-8.6599045,-9.272003,-0.25593233,-5.011767,-8.1507635,-8.084708,-6.847581,-3.721044
962,962,-39.90355,-8.658317,-9.27031,-0.2559142,-5.010782,-8.149299,-8.082886,-6.846107,-3.7199392
963,963,-39.893845,-8.656725,-9.268618,-0.25589937,-5.009795,-8.147833,-8.081062,-6.844632,-3.7188334
964,964,-39.884148,-8.655135,-9.266923,-0.2558844,-5.008808,-8.146366,-8.079238,-6.843157,-3.71773
965,965,-39.874424,-8.653546,-9.265228,-0.25587007,-5.007821,-8.144899,-8.077415,-6.84168,-3.7166233
966,966,-39.86471,-8.651957,-9.263535,-0.25585648,-5.0068345,-8.143434,-8.07559,-6.840205,-3.715519
967,967,-39.855007,-8.650364,-9.261838,-0.25584155,-5.005847,-8.141967,-8.073764,-6.8387284,-3.7144144
968,968,-39.845284,-8.648774,-9.260144,-0.25582647,-5.0048604,-8.1405,-8.071941,-6.8372526,-3.7133071
969,969,-39.83558,-8.647185,-9.258451,-0.25581273,-5.003873,-8.139033,-8.070116,-6.8357754,-3.7122014
970,970,-39.82586,-8.645596,-9.256756,-0.25580016,-5.002886,-8.137566,-8.068292,-6.834298,-3.7110958
971,971,-39.81615,-8.644006,-9.255061,-0.2557856,-5.0019,-8.136102,-8.066468,-6.832823,-3.70999
972,972,-39.80644,-8.642415,-9.253367,-0.2557725,-5.000913,-8.134634,-8.064643,-6.831346,-3.708884
973,973,-39.796684,-8.640824,-9.25167,-0.25576115,-4.999924,-8.133165,-8.062815,-6.829865,-3.707775
974,974,-39.78697,-8.639233,-9.249975,-0.25574762,-4.9989386,-8.131699,-8.060989,-6.828388,-3.7066686
975,975,-39.77728,-8.637643,-9.248281,-0.25573444,-4.9979515,-8.130234,-8.059167,-6.8269134,-3.7055643
976,976,-39.767548,-8.636052,-9.246583,-0.2557227,-4.9969645,-8.128765,-8.05734,-6.825434,-3.7044568
977,977,-39.75783,-8.634463,-9.244889,-0.25571027,-4.995979,-8.127297,-8.055515,-6.823957,-3.7033496
978,978,-39.748104,-8.632872,-9.243193,-0.25570038,-4.9949903,-8.125829,-8.053689,-6.8224783,-3.7022426
979,979,-39.738384,-8.631283,-9.241497,-0.25568774,-4.9940047,-8.124362,-8.051866,-6.8210006,-3.7011356
980,980,-39.72864,-8.629691,-9.239799,-0.25567663,-4.9930162,-8.12289,-8.050035,-6.81952,-3.7000268
981,981,-39.718903,-8.628101,-9.238103,-0.25566578,-4.992028,-8.121425,-8.048208,-6.8180404,-3.6989186
982,982,-39.70919,-8.626513,-9.236407,-0.25565448,-4.991043,-8.119958,-8.046385,-6.816564,-3.6978123
983,983,-39.699455,-8.624922,-9.234711,-0.25564456,-4.990054,-8.118487,-8.044557,-6.815082,-3.696704
984,984,-39.68971,-8.62333,-9.233012,-0.2556348,-4.9890676,-8.117019,-8.04273,-6.813603,-3.6955938
985,985,-39.67998,-8.621741,-9.231317,-0.25562343,-4.98808,-8.115551,-8.040904,-6.812124,-3.6944861
986,986,-39.67024,-8.620149,-9.229618,-0.25561532,-4.987092,-8.11408,-8.039075,-6.810643,-3.6933775
987,987,-39.660538,-8.618559,-9.227923,-0.2556056,-4.986106,-8.112614,-8.0372505,-6.809165,-3.6922712
988,988,-39.650784,-8.616967,-9.226224,-0.25559548,-4.985118,-8.111144,-8.035423,-6.807684,-3.691163
989,989,-39.64105,-8.615377,-9.224526,-0.25558567,-4.9841304,-8.109674,-8.033595,-6.8062024,-3.6900523
990,990,-39.63129,-8.613787,-9.222828,-0.2555786,-4.983143,-8.108206,-8.031766,-6.8047214,-3.6889443
991,991,-39.621555,-8.612196,-9.221128,-0.25557074,-4.9821553,-8.106736,-8.029939,-6.8032403,-3.6878347
992,992,-39.611805,-8.610602,-9.21943,-0.2555619,-4.981166,-8.105265,-8.02811,-6.8017573,-3.6867259
993,993,-39.60206,-8.609012,-9.2177305,-0.2555541,-4.980179,-8.103793,-8.026281,-6.8002763,-3.6856167
994,994,-39.592316,-8.60742,-9.216033,-0.25554603,-4.979192,-8.102325,-8.024451,-6.798794,-3.684507
995,995,-39.58258,-8.605831,-9.214335,-0.25553662,-4.9782047,-8.100857,-8.022628,-6.7973137,-3.6833973
996,996,-39.572796,-8.6042385,-9.212634,-0.2555305,-4.9772162,-8.099383,-8.020794,-6.7958283,-3.682285
997,997,-39.56307,-8.602648,-9.210937,-0.2555226,-4.976229,-8.097914,-8.018968,-6.7943473,-3.6811774
998,998,-39.553326,-8.601057,-9.209238,-0.2555155,-4.9752398,-8.096445,-8.0171385,-6.7928653,-3.6800685
999,999,-39.543556,-8.599466,-9.207539,-0.25551006,-4.9742517,-8.0949745,-8.015308,-6.7913823,-3.678956
1000,1000,-39.533806,-8.597875,-9.205839,-0.25550145,-4.9732656,-8.093505,-8.013479,-6.7898993,-3.6778474
1001,1001,-39.52406,-8.596284,-9.20414,-0.25549516,-4.972277,-8.092032,-8.01165,-6.7884164,-3.6767354
1002,1002,-39.51429,-8.594691,-9.202439,-0.25549003,-4.971289,-8.090561,-8.00982,-6.7869325,-3.6756263
1003,1003,-39.504528,-8.593101,-9.200738,-0.25548273,-4.9703007,-8.08909,-8.007989,-6.785447,-3.6745148
1004,1004,-39.494785,-8.591509,-9.19904,-0.25547698,-4.9693117,-8.08762,-8.006162,-6.7839656,-3.673403
1005,1005,-39.48501,-8.589917,-9.197337,-0.2554733,-4.968324,-8.086146,-8.00433,-6.7824793,-3.6722918
1006,1006,-39.475258,-8.588325,-9.195638,-0.25546739,-4.9673357,-8.084677,-8.002499,-6.780995,-3.6711814
1007,1007,-39.465485,-8.586733,-9.193935,-0.2554623,-4.966348,-8.083203,-8.000668,-6.779509,-3.6700697
1008,1008,-39.455734,-8.585141,-9.192235,-0.25545737,-4.9653587,-8.081731,-7.9988384,-6.778026,-3.6689572
1009,1009,-39.445976,-8.5835495,-9.190536,-0.2554525,-4.964372,-8.08026,-7.9970093,-6.776542,-3.667846
1010,1010,-39.436184,-8.581957,-9.188832,-0.25544786,-4.9633827,-8.078787,-7.995176,-6.7750535,-3.6667333
1011,1011,-39.426422,-8.580365,-9.187131,-0.25544396,-4.9623933,-8.077316,-7.9933443,-6.7735686,-3.665623
1012,1012,-39.416653,-8.5787735,-9.18543,-0.25544152,-4.9614053,-8.075843,-7.991513,-6.772084,-3.6645103
1013,1013,-39.406883,-8.577179,-9.183727,-0.25543535,-4.9604163,-8.074371,-7.9896793,-6.7705965,-3.6633987
1014,1014,-39.3971,-8.575587,-9.182026,-0.25543272,-4.959427,-8.072898,-7.9878483,-6.7691092,-3.6622868
1015,1015,-39.387352,-8.573996,-9.1803255,-0.25542933,-4.95844,-8.071425,-7.986019,-6.767626,-3.661177
1016,1016,-39.37754,-8.572401,-9.178621,-0.25542736,-4.9574504,-8.069951,-7.9841843,-6.766136,-3.6600604
1017,1017,-39.367775,-8.570809,-9.176918,-0.2554239,-4.95646,-8.068478,-7.982353,-6.7646494,-3.6589482
1018,1018,-39.357994,-8.569217,-9.175216,-0.2554209,-4.9554715,-8.067004,-7.980519,-6.7631617,-3.6578343
1019,1019,-39.348232,-8.567624,-9.173513,-0.25541812,-4.954483,-8.065533,-7.978689,-6.761675,-3.6567233
1020,1020,-39.338425,-8.56603,-9.171807,-0.25541738,-4.953494,-8.064057,-7.976855,-6.7601852,-3.6556082
1021,1021,-39.328644,-8.564438,-9.170107,-0.2554141,-4.9525037,-8.062584,-7.9750204,-6.7586966,-3.6544957
1022,1022,-39.318886,-8.562846,-9.168406,-0.25541022,-4.951516,-8.061111,-7.973191,-6.757212,-3.653384
1023,1023,-39.309082,-8.561252,-9.166699,-0.25541055,-4.9505253,-8.059636,-7.971355,-6.7557206,-3.6522691
1024,1024,-39.299286,-8.559659,-9.164996,-0.25540805,-4.949537,-8.058163,-7.969521,-6.754231,-3.651156
1025,1025,-39.2895,-8.558065,-9.16329,-0.2554078,-4.9485474,-8.056686,-7.9676867,-6.7527432,-3.6500413
1026,1026,-39.27972,-8.556473,-9.161589,-0.25540525,-4.94756,-8.055214,-7.9658537,-6.751255,-3.648928
1027,1027,-39.269924,-8.55488,-9.159884,-0.25540382,-4.946569,-8.05374,-7.964021,-6.749767,-3.6478128
1028,1028,-39.260174,-8.5532875,-9.158182,-0.255403,-4.945581,-8.052266,-7.962189,-6.748278,-3.6467016
1029,1029,-39.250355,-8.551694,-9.156478,-0.2554022,-4.9445906,-8.050794,-7.9603543,-6.7467866,-3.6455867
1030,1030,-39.240543,-8.550098,-9.154772,-0.25540394,-4.9436007,-8.049316,-7.958516,-6.7452946,-3.644472
1031,1031,-39.230747,-8.548505,-9.153065,-0.255402,-4.94261,-8.04784,-7.9566827,-6.7438045,-3.6433563
1032,1032,-39.220978,-8.546911,-9.15136,-0.25540185,-4.941622,-8.046366,-7.9548483,-6.7423162,-3.642243
1033,1033,-39.21116,-8.545316,-9.149653,-0.25540245,-4.9406314,-8.044889,-7.9530106,-6.7408247,-3.6411273
1034,1034,-39.201385,-8.543723,-9.147949,-0.25540146,-4.9396415,-8.043415,-7.9511786,-6.7393355,-3.640014
1035,1035,-39.19156,-8.542128,-9.146242,-0.25540215,-4.9386506,-8.041939,-7.949341,-6.73784,-3.6388981
1036,1036,-39.181755,-8.540534,-9.144536,-0.25540313,-4.937661,-8.0404625,-7.947507,-6.736349,-3.6377826
1037,1037,-39.171967,-8.538941,-9.142834,-0.2554029,-4.9366717,-8.03899,-7.945672,-6.7348595,-3.6366699
1038,1038,-39.162178,-8.537346,-9.141126,-0.25540435,-4.935682,-8.037511,-7.9438367,-6.733368,-3.6355524
1039,1039,-39.15234,-8.53575,-9.139419,-0.25540566,-4.934691,-8.036034,-7.941998,-6.7318735,-3.6344354
1040,1040,-39.142536,-8.534154,-9.137712,-0.25540784,-4.9336996,-8.034557,-7.9401617,-6.7303805,-3.6333218
1041,1041,-39.13275,-8.532563,-9.136008,-0.25540778,-4.9327097,-8.033084,-7.938328,-6.728891,-3.632206
